id_EXIST,lang,tweet,number_annotators,gender_annotators,age_annotators,labels_task1,encoded_annotations
101902,es,si si dijo trono noble igualdad man_facepalming_light_skin_tone,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101903,es,handshakesoccer igualdad libertadores america independiente gimnasia lp empataron 1-1 fecha 15 liga profesional goles? abrio carbonero empato chino romerocalling,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101904,es,otorga ayuntamiento puebla donacion 600 mil pesos cruz roja aunado ello secretaria igualdad sustantiva genero entrego 60 kits sanitarios personal voluntario salud cruz roja cruz roja puebla,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101905,es,derecho replica haciendo presidente nomas disque periodista debemos dejar ataquen quedarse callado supone igualdad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101906,es,flag_for_Austriasoccer aflojarcon mas empuje ideas estudiantes busca igualdadstopwatch71' dlp 0-1 at u,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101907,es,enojan? jajajaja zudi gano primero blindaje gano tres restantes semifinales estan igualdad condiciones eliminan medallas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101908,es,horrible dice cancion quilapayun tortilla vuelvaque pobres coman pany ricos mierda mierdaespero pronto empujemos derecho vivir paz verdadera libertad empieza igualdad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101909,es,pueden empezar calle igualdad continuar marino,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101911,es,usted puede acuerdo principio igualdad implica tratar desigual desiguales origen aristoteles concepto marca constitucion vivimos social derecho marca tambien sistema,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101912,es,autoridades australianas djokovic respeto igualdad leyautoridades chilenas riveros trato bananero privilegiar competidora vacunas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101913,es,boric prometo tendran misma oportunidades manana hablare amigos empresarios pedirles dinero dar igualdad habra salud educacion pensiones destajo jajakakaka,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101914,es,foto indica igualdad jefes,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101915,es,derechos todas personashablamos igualdad derechos derechos especiales poblacion lgbtiq exigencia claramatrimonio igual it rio,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101916,es,favor comente tambien hecho cubanos manifestandose pacificamente patotearon justo justo lado igualdad justicia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101917,es,tierra fuego pencil firmaron convenio garantizar educacion igualdad genero antartida,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101918,es,figura erte implanto pp gobierno queria cargar imv existia ccaa igualdad retribucion existia ultimo electricas mejor contesto unico subida smi seguro hecho bien,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101919,es,fp trabajando futuro igualdad oportunidades peruanos musclecanon pueblo clapclap,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101920,es,presidente casa fisco entonces humilde obrero empleado profesor etc puede tener acceso casa igual costa fisco?no igualdad promueve?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
101921,es,interseccionalidad luchas tambien alcanza animalismo personas estan listas conversacion,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101922,es,hoy fallecio feminista afroamericana bell hooks record ad feministas negras clases populares inventaron interseccionalidad teoria academica siempre estara paso detras,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101923,es,estabamos estudiando interseccionalidad estudiante quejo coordinadora consejo dieron pueden estudiarlo colegio sector mas pobreza migracion 93 colegio necesitamos esoles cuento parce quede resad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101924,es,lazaro pena socio lider p&ampi diana velarde directora delivering deal value staff council d&ampi explican retos presenta interseccionalidad empresas abordarlos via,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101925,es,facil provoque risa ignorante basta saber interseccionalidad politicas identitarias verle afirmacion,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101926,es,pareciera piensa autonomia mujeres razon ropa accesorios simbolos punto necesario interseccionalidad reconocer mujeres indigenas afros musulmanas crean reapropian codigos reivindican,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
101927,es,interseccionalidad? parado medio paso cebra que?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101928,es,sientese senora deje ser hipocrita claramente olvida interseccionalidad cosas gente sorda/muda/ciega cuerpos diversos tambien lgbtttiqa binaries lenguaje inclusivo permea todes,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101929,es,internacionalizacion camino dirigir formacion accion mas mujeres mas igualdad mas interseccionalidad mas datos cultura evitar parroquialismo autocomplacencia manuel lucena-giraldovalor cultura,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101930,es,creadora concepto interseccionalidad explica brevemente entenderlo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101931,es,comadre ningun momento niego opresion razon genero digo mujer blanca imperialista posicion poder iniciaria tambien guerra opresion genero exime enliste interseccionalidad gratis,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101932,es,local/la secretaria cultura invita ciudadania asistir conversatorio interseccionalidad arte genero violencia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101933,es,interseccionalidad muchas experiencias u opresiones quepan persona,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101934,es,sino destaca experiencias cualitativas vividas combinarse ciertos factores podrian causar opresion determinado contexto entender interseccionalidad cuantitativo lleva oprimidos competir recursos atencion reconocimiento,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101935,es,queremos compartirles emotivo agradecimiento apoyo 13 jornada anual voces vitales genero interseccionalidad llevo cabo 2 diciembre pasado compartimos //tco/hiajeqhbnx,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101936,es,imaginate luego cae interseccionalidad feofobia gorsofobia pendejofobia pitochicofobia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101937,es,clock9 900 comienza diplomado Problemas etica juridica judicial electorales sesion profesora etica inclusion interseccionalidad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101938,es,agradecemos invitacion impartir conferencia interseccionalidad derechos humanos parte 2a jornada virtual educativa conmemoracion da internacional elimina cin violencia hacia mujer derechos humanos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101939,es,gustaria entender funcionan sesgos diseno implementacion algoritmos i a? quieres saber justicia algoritmica?spiral_calendar_padtaller 10 12 noviembre 10h 1230h //tco/jbnl34qzzu,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101943,es,madre mia feminismo denigra hombre feminismo lucha igualdad hombres mujeres haztelo mirar hablar,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101944,es,aprobado ii plan estrategico igualdad mujeres hombres rag n planes igualdad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101945,es,crean sistema igualdad mujeres hombres izucarradio redes tlaxcala,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101946,es,decima cuarta sesion ordinaria sistema estatal igualdad mujeres hombres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101947,es,igualdad hombre mujer?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101948,es,kikismo movimiento politico creado siglo xxi politico kikorivera entrevista canciller illojuan movimiento busca igualdad usuarios twitch experiencia perfecta plataforma,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101949,es,si mary wollstonegraf tantas mujeres seguido trayectoriaen defensa derechos mujer igualdad hombres mujeresq q realidad defiende verdadero feminismote cortaba lengua q tienestu amigo valde,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101950,es,perdon mercedes benz nuevos acrecienta meritocracia 1 sociedad q busca igualdad seres? particularmente contexto asfixia economica mayoria acrecentada criminal bloque ? medico profesora campesino hace revolucion?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101951,es,bookspara flmadrid21 efeminista recomienda diez libros nacionales internaciones ayudan comprender reflexionar acerca feminism camino hacia igualdad hombres mujeres efe comunica,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101952,es,izquierda incorrupta defiende igualdad espanoles,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101953,es,rene vasquez deplora comision nacional electoral adp habian cercenado derecho elegir ser elegido igualdad partes establecido articulos 22 39 constitucion republicasanto domingo nacionales,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101954,es,comunidades autonomas idea genial desproposito ataque linertad igualdad espanoles tener tarjeta sanitaria unica trabajador poder trabajar ca solo saber idioma regional,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101955,es,espanoles consideran igualdad hombres mujeres debe ser valor defienda prioritariamente parlamento europeo encima democracia libertad expresion,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
101956,es,manana cita sostenibilidad servicios publicos capacidad generar desarrollo economico condiciones equidadcon igualdad territorios animamos participar mani financiacion justa toda ciudadania,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101957,es,confesion parte relevo pruebaclaramente ex minedu cuenca sostiene q enfoque genero mas alejado binariono q enfoque genero buscar igualdad varon mujer?claramente edg fin generos quieren ensenar,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101958,es,gobierno entienda ministerios juventud mujer existen gastar dinero presupuesto anual sobreentienda mejor juntarlos crear ministerio familia asi garantizar mejor igualdad hablamos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101959,es,quedaron libertadpara ciudadanosla igualdadentre ciudadanos fraternidad?acaso vacunados iguales vacunados cuanto derechosacaso libertadacaso fraternidad vacunados?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101960,es,feminismo segun anabel alonso consiste prescindir hombre igualdad hombres mujeres sino eliminar hombre oyen palabra hembrismo feminazi ofenden q extranan,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101961,es,probablemente menos calle pantufla vitrina atreve opinar mayoria mujeres vivir burbuja,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101962,es,venden ropa tallas chicas prendas zapatos sera quieres expandir mercado plano mayoria mujeres talla?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101963,es,si pongo enumerarte cantitad varones violentos conozco cantidad femicidios termino nunca nunca mayoria mujeres asesinaron maridos comentas luego agresiones parte hombre,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101964,es,normalizado louis llamarle fans amor general mayoria mujeres conoce cosa normal alla? q mira da pena referirme asi alguien hah,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101965,es,comentario puede traducir machista realidad mayoria mujeres sabe manejar media mierda cada vez casi pasan encima da causalidad va manejando,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101966,es,primera vez entero asi que? sufrimos violencia machista sufre mayoria mujeres? thinking,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101967,es,mayoria mujeres aqui tw hablan sexo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101968,es,hablando vas calle x molestasi paso vas entender vas querer seguir pensando pelotudez feminista problema ocurrio ocurre mayoria mujeres pongamos pongamos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101969,es,mayoria mujeres dicen entonces hombre aparece casa cambiarlas dos chivas caballo ponen bravasroll_eyes,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101970,es,mayoria mujeres tuit solo critican relajan hombre video entonces si viene tiro cada abusador feminicidio bla bla blasi familia dominicana decadas compuesta madres solteras cria hombre?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101971,es,creen todas mujeres suspiran favor sexual person_facepalming_light_skin_tone puede ser mas machista casposo fascista? bonitos mayoria mujeres tocaban cana pescar nauseated_facevomiting_face,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101973,es,lalo mora ambiguo lado mayoria mujeres suelen tomarse fotos gusta sr toqueteey lado sera sr lalo mora dicen si saben siguen haciendo gordo caldo?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101974,es,mas cuestiona meritos mujer mujer 2 candidatos distinto genero mayoria mujeres eligen varon martinez-cosse datosni estadisticas solo observacion anos vividos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101975,es,heartheartheartheartheartgreen_circlea mayoria mujeres mexicanas gusta ir compras si haces sitio artesanias mexicanas exito dia garantizado guadalajara mxico meena mora perl at pata viva mxico arrow_forwardarrow_forwardarrow_forward,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
101977,es,ahora mayoria mujeres twitter pokemon ironia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
101978,es,hablar mayoria mujeres pretencioso existe acoso existe machismo camino elegido ministra,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
101979,es,primeras cuatro eleccion pense alguna manera podia deshacer habia pasado follar mujer nunca funciono mayoria mujeres acostado primer anoes horrible hicieron,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101980,es,bueno segun analisis mayoria mujeres quiere abortar?? acuerdo matar indefenso? realmente comprendo creyente que??,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101981,es,mauricio respondio pregunta parte programa dice mujeres pueden decidir ? respecto mujeres atacando mujeres acuerdo ir lejos verlo ver feministas chilenas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101982,es,-pero youtube mujeres pueden ensenar pechos hombres si malyoutube razon debemos arreglarlo-ah bueno queyoutube listo tambien censurare pechos hombres d-mames neutral_face,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101983,es,ahi monton sociedades gastronomicas permite entrada cocina mujeres mujeres pueden ser socias puedes abrir melon tambien si quieres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101984,es,comunistas gobiernan usa vaudeville ideas ilhan omar gritando mahoma primer feminista mujer puede ascender nacio somalia inmigro estudio abogacia recibio congresista mujeres pueden ascender?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101986,es,si aun asi saben tema dicen mujeres pueden entrar mra sweat_smile suerte,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101989,es,ok comun decir hombres maltratados maltratadores no? mujeres pueden maltratar solo dar mal trato okkk losiento minimo comun hablo xd,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
101990,es,si remito estadisticas mayores indices corrupcion mundo incluye poder judicial historicamente inclina mujeres pensar agraviarte mujeres pueden ser agresoras erroneo violencia genero,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101991,es,respetos pa mujeres pueden ser tan sorneras ajajajaj,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
101992,es,derecho vida derecho universal derechos mujeres pueden ir vida afectan todossalvemoslas2vidas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101993,es,gracioso pq mujeres pueden ser daltonicas jajaja dijeron clase biologia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101994,es,hombre puede ver serpiente mordiendo esposa mujer puede ver roca esposo moraleja aqui veces hombre puede ver dolor sufre esposa mujeres pueden ven presion hombre dia dia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
101995,es,machismo colombia comunidad hombres mujeres dejan salir mujeres pueden opinar pueden mujeres mandan casa dice joven activista 17 anos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
