id_EXIST,lang,tweet,number_annotators,gender_annotators,age_annotators,labels_task1
100587,es,por cierto manana salen las entradas de murcia y yo estoy tan nerviosa que me voy a hacer caca en las bragas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100588,es,asiwoman_standing_light_skin_toneen bragas frente al espejo analizando el sentimiento de decadencia que queda tras ponerte guapisima y al final regresar sin encontrarte ni un conocido y que la palabra de dios  aka que soy monisima no haya sido esparcida como deberia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']"
100589,es,sera verdad que el fiscal vino fue a preguntar por el color que querian las bragas los candidatos a ser enjuiciados? no se es un rumor que se oye por ahi,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']"
100590,es, estoy entre el blanco y el negro no esta facil me quedo con las blancas pues resalta el tatuaje y con esas bragas uffff y usted  ????,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'NO', 'YES']"
100591,es, alguien tiene rico culoy le mete mano en el pantalon y bragas para acariciar ese culo ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100592,es,se pregunta a tu gobierno social comunista que les gusta dar compresas y se entere todo el colegio de que viven en pobreza y no da pa  compresas dejando a ninas con verguenza y traumani para ropa ni bragas xi estara contento con vuestro gobiernoropa de 2mano nada aliexpress,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'YES']"
100593,es,   vos si que te pasas la presuncion de inocencia por las bragas hipocrita,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']"
100594,es,   vettel habla menos y hace mas  lewis habla mucho y hace poco  la imagen de vettel con esas chicas con burkas  bragas de piloto y casco es poderosa  lewis no tiene nada eso ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'NO', 'YES']"
100595,es,le dejo terminar de hablar eso si alzo el dedo indice para que viese que tenia algo que decir te pensabas que yo era como ellas y que se me iban a caer las bragas porque me pintases un cuadrito y bailases conmigo un reggaeton ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']"
100596,es, declara tus bienes y la procedenciatres pares de calzoncillos y tres pares de bragas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']"
100597,es, pues yo no me corto se le caen la bragas a plomosi yo estuviese asichalado tambien prevaricaria,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'NO']"
100598,es,iba solo con una camiseta larga y las bragas por lo que no le fue dificil quitarse la camiseta y dejarla en el suelo poniendole pestillo a la puerta date la vuelta dandole la espalda a la mampara pidio porque tenia algo en mente nv ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']"
100599,es, cienes y cienes tienes razon y bragasface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']"
100600,es,pues se acabo porque con el video de manana te cagas en las bragas ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
100601,es,la brecha de genero en el pp existe un alto porcentaje de los hombres del partido tienen mas cojones y mas dignidad que el todos las senoras juntasnaranjita buscando hueco en el pp   ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100602,es, el sueldo deberia venir en las ofertas de trabajo y nos ahorrabamos todos perder el tiempo a lo mejor hasta acababamos con parte de la brecha de genero,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']"
100603,es,el 30/9 participare en esta jornada organizada por  y  en colaboracion con el consejo general de economistas en la que analizaremos el impacto economico de la brecha de genero y el potencial del talento femenino para la recuperacion ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']"
100604,es,en el taller de la  esta vez con camara apagada porque maternando en pijama con bebis mientras aprendo como visibilizarnos de esta otra brecha de genero tambien quiero hablar ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'NO', 'YES']"
100605,es,la brecha de genero en el deporte mexicano es penosa face_vomiting ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']"
100606,es,     literalmente acaba de hablar de brecha de genero no lo cierra ni en pedo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']"
100607,es,hoy las mujeres nos posicionamos mas que ayer en las diferentes industrias aun nos queda camino por recorrer para poder reducir la brecha de genero camila mesina presidenta simin 2021- premios icono-usach ver     ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'YES', 'YES']"
100608,es,la brecha de genero en matematicas por que a las ninas les gusta de promedio menos esa materia? via   ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100609,es,creamos el primer centro de formacion politica y economica para las mujeres para promover la construccion de liderazgos la autonomia financiera y la promocion de acciones afirmativas para la reduccion de la brecha de genero kpp red_heart 3erinformecon valores valores que hacen gobierno ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'YES']"
100610,es,encuentro mujeres en ciencia un evento virtual que reflexiona sobre la brecha de genero ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']"
100611,es,las brechas de genero tambien afectan a las mujeres en el ambito de inclusion y educacion financiera asi lo revela el reporte de la  desde el  y  seguiremos desplegando acciones para revertir esta realidad flexed_biceps_light_skin_tonePeru,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100612,es,TOP_arrowTOP_arrow  se alia con fundacion mujeres para combatir la bre cha de genero en el mercado laboral handshakewoman_raising_hand_medium-light_skin_tonewoman_raising_hand_medium-light_skin_tonerr hh empleo laboral trabajo igualdad ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100613,es,basketball un estudio de la ull y el cabildo revela una importante brecha de genero en el deporteright_arrow ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'YES', 'NO']"
100614,es,la senadora  busca exhortar a la secretaria de agricultura y desarrollo rural sader para que articule las metas nacionales de produccion de alimentos y sostenibilidad ambiental con las de reduccion de la brecha de genero y desigualdad ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100615,es,brecha de genero 9 de cada 10 argentinos que redujeron sus horas de trabajo en pandemia son mujeres ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'YES', 'NO']"
100616,es,world_mapmoney_bag ojala un mapa con los sueldos de alcaldes de toda espana verdad?ahora puedes consultar mas de 6700 salarios municipales y comprobar si hay  brecha de genero backhand_index_pointing_downtransparent i a alcalde s ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']"
100617,es,que estan haciendo las empresas para acortar la brecha de genero ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100618,es,para el cargo de las alcaldias del total de personas postuladas solo el 18% fueron mujeres frente a 82% de hombres esto se traduce en una brecha de genero del mas de 60% pari dad polti ca 21n ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100619,es,para los que aun necesitan razones para entender por que cerrar la brecha de genero es tarea de todos derrumbar cada estereotipo cuentahasta el de las lavadoras ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'YES']"
100620,es,7 nuevos criterios oficiales de 2021 sobre  el complemento de reduccion de la brecha de genero - pensiones de jubilacion -  ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100621,es,una revolucion digital para todos y con todoscerremos la brecha digital de genero de todas las ninas de esta generacion sea cual sea su raza genero idioma capacidad o situacion economicada internacional de la nia ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'NO', 'NO']"
100622,es,perspectiva de genero en la competencia digital del alumnado de primaria  brecha digital de genero que perpetua la desigualdad de oportunidades de emancipacion y de participacion en funcion de un constructo social asignado e interiorizado el genero ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']"
100623,es,desde el  trabajamos por cerrar la brecha digital de genero con  logramos que 29336 colombianas se posicionaran en el mundo digital creando contenidos y emprendimientos digitaleslas mujeres somos lideres de la transformacion de nuestro pais ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']"
100624,es,la brecha digital sin olvidar la especial incidencia de la brecha digital de genero y la generacional se presenta como un factor de la exclusion que no es solo tecnologica sino social educativa economica y laboral,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']"
100625,es,video podcast brecha digital de genero una tarea pendiente ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']"
100626,es,solo una de cada cuatro estudiantes de ingenieria es mujer la brecha digital de genero esta en la formacion ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']"
100627,es,345 millones de euros para reducir la brecha digital de generorepito 345 millones de euros para reducir la brecha digital de genero ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']"
100628,es,esperamos una decision acorde a la preservacion de los derechos humanos de las mujeres y del cierre de la brecha digital de genero que las excluye del ejercicio pleno de sus derechosbrec had eg nero pan aut derechos humanos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'YES', 'NO']"
100629,es,en esta investigacion  y  han identificado que ninas y jovenes tienen mayores dificultades de acceso a recursos dispositivos electronicos paquetes de datos etc que sus pares varones esto durante pandemia ha incrementado la brecha digital de genero ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100630,es,unicef peru despliega estudio para identificar la brecha digital de genero entre adolescentes del peru ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100631,es,con el firme proposito de acortar la brecha digital de genero en globe_showing_Americas esta manana realizamos una reunion con embajadoras y embajadores de los paises de la region enMexico paracheck_markpromover el programa 1000 talentos para el desarrollo digital de america latina y el caribe  ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
100632,es,trabajar en la brecha digital de genero es un problema que requiere de ayuda colectiva las chicas y las ninas no se pueden volver investigadoras cientificas programadoras si no lo ven -  emily ulloa chicas en tecnologia bre cha digital mujeres lide re sec,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100633,es,2021 ha sido un ano de mucho crecimiento para factoria f5 seguiremos combatiendo la brecha digital de genero y social en 2022 dizzy feliz ano rompe mos los cd igosprogram ares parati ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
100634,es,curso brecha digital de genero se abrira en una ventana nueva ref id010_21 - curso online ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100635,es,visibilicemos las brechas digitales relacionadas al genero no solo en el desarrollo de las tics si no tambien en el uso de de estas herramientas para acceder a la informacion 25nfic has de brecha digital en peru ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']"
100636,es,sobre 5g inteligencia artificial y big data son los cursos con los que ayudamos a cerrar la brecha digital de genero oncoming_fisten argentina huawei y el centro de generos en tecnologia ofrecen 600 becas que formaran a las futuras lideres en tecnologia woman_student  ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
100637,es,tic transform ac in digitalcuales son los cuatro retos para cerrar la bre cha digital de genero?backhand_index_pointing_right aca les contamos ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'YES', 'YES', 'YES']"
100638,es,la   a traves de la amex cid en colaboracion con   presentan la convocatoria 1000 talentos que busca acortar la brecha digital de genero otorgando becas a mujeres en america latina y el caribe megaphoneconoce las bases en  ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'NO', 'YES']"
100639,es,las empresas deben asumir su responsabilidad en la brecha digital de genero ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']"
100640,es,los participantes de puentes hacia el empleo itinerarios por la igualdad de ponferrada estan realizando el curso de creacion de paginas web  acciones de capacitacion que tienen como objetivo reducir la brecha digital de genero financiado fondo social europeopoise s ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'NO', 'YES']"
100641,es,en a rag n la brecha salarial roza el 60% en los trabajos menos cualificados muchos de los cuales son ejercidos por mujeres a esto se suma la brecha salarial de genero que es del 30%capitalismo es desigualdadde nosotras depende acabar con su dominio,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100642,es,sabias que a nivel mundial la brecha salarial de genero es de un 23%? septiembre 18 es el da internacional de la igualdad salarial no do ste cuenta compromiso no dos ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'NO', 'YES']"
100643,es,a pesar de que las mujeres han acumulado mayores niveles educativos y de participacion relativa en el mercado laboral la brecha salarial de genero en costa rica continua favoreciendo a los hombres ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'NO', 'YES']"
100644,es,la mentira de la brecha salarial de genero ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100645,es,dar a las mujeres igualdad de oportunidades para prosperar en las carreras stem ayuda a reducir la brecha salarial de genero y garantizar una fuerza de trabajo diversa y talentosa igualdad deg nero hace clic  para conocer a mas mujeres en ciencia ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'NO']"
100646,es,esta manana se ha presentado en alcobendas la guia sobre brecha salarial de genero womanmanen alcalde  el ayuntamiento presenta esta guia en vass porque es un ejemplo de buenas practicas empresariales de conciliacion e igualdad ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']"
100647,es,la brecha salarial de genero es una realidad descubre su definicion causas y formas de acabar con ella en tus proyectos fast_down_button somos i ebs ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100648,es,fish estamos en santona dando todo nuestro apoyo a las trabajadoras de las conserveras que estan en lucha por unos salarios dignos y justosraised_fist_medium-light_skin_toneanger_symbol debemos combatir con firmeza la brecha salarial de genero que esta asentada en el sector a por la victoria neras ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100649,es,buenas noticias  adios a la brecha salarial de genero purple_heartel equipo de futbol femenil de irlanda ahora recibira el mismo salario que el equipo masculino backhand_index_pointing_down ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'YES', 'YES', 'YES']"
100650,es,la brecha salarial de genero en cuenca es de un 14% la mas baja de la region ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'YES']"
100651,es,la fa cup debe cerrar su brecha salarial de genero la diferencia de premios 70 veces menor que el de los hombres es vergonzoso   ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100652,es,cinco8 asi afecta la brecha salarial de genero a las mujeres venezolanas  ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']"
100653,es,articulo directo y practico con archivo de excel y todocomo analizar la brecha salarial de genero con machine learning en excel hh data superpowers people analytics ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100654,es,chart_increasingcuanto mas prospera podria ser una sociedad que aplicara todo el talento no aprovechado de la mitad de sus individuos?  y  discutieron herramientas para reducir la brecha salarial de genero en Argentina ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']"
100655,es,round_pushpinbuenos dias hoy queremos recordar las siguientes cifras que aparecieron en la encuesta suplementaria del ine del mes de agosto sobre la brecha salarial de genero durante el ultimo trimestre del 2020 feliz inicio de semana woman_raising_hand_light_skin_tone ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']"
100656,es,cuchame nena yo estoy de tu lado pasa que vos no entendes hay brecha salarial de genero porque las mujeres eligen cobrar menos para competir con los varones que son mas productivos ves? que maestro gary becker jaja ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
100657,es,   politica de la empresa la vieja confiable y realidad en mis anos de reclutador muchas veces me negaban este dato tambien hay un componente cultural tabu hablar del tema ademas que evidencia brecha salarial de genero y de pares,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'YES', 'NO']"
100658,es,backhand_index_pointing_righthasta el 31 de diciembre  ellas trabajan gratis right_arrowcampana de ugt  para la eliminacion de la brecha salarial de genero yo trabajo gratis nos otras trabaja mos gratis ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']"
100659,es,actualidad la brecha salarial de genero impacta en la sanidad ellas ganan un 37% menos que ellos ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100660,es,brecha salarial de genero entre paises ocde ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100661,es,yo molestando y haciendo bullying a la unica persona que me aguantaface_with_tears_of_joy ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100662,es,literalmente si votas a esa tienen todo el derecho de hacerte bullying ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
100663,es,por dios estamos hablando tan normal que no parece que reprobe una materia y me quiere sacar de la escuela para meterme a una donde estaban los morros donde me hacian bullying,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']"
100664,es,nos merecemos todo el bullying q nos hacen los otros paises ojala nos extingamos y nos borren del mapa,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100665,es,      nunca hablo de mi vida privada por aqui pero esta vez me salto mis normasmi hijo sufrio bullying anos y no se suicido pero vivo con el miedo a que cualquier dia lo hagatodo mi apoyo carino y solidaridad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100666,es,  exacto y familia tendran el amor viene en muchas formas no yo creci con solo una figura materna y aqui estoy a punto de egresar de la u cofradia gay porfavor jajaja eres realmente patetico les haran bullying porque imaginate si un viejo como tu es tan basico imagina ninos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100667,es,     eras la payasa del aula? debieron hacerte harto bullying en la escuela,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
100668,es,   ni harta de vino veo un programa donde sus intervinientes ven bien el bullying a mujeres en esa cadena y colaboran con la destruccion de una joven como rf no permitiendo su reinsercion en la sociedad yomerebelo15f,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']"
100669,es,como saca de contexto las cosas la mitad de las veces me estaba defendiendo yo de su bullying ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'YES', 'YES', 'NO']"
100670,es,fox envidia de que?dorian el pobre vive en un infierno entre el bullying y la licantropia will pues bueno los desamores no le ayudan encima el pobre es casi asocial y esos tocs que tiene sorry bbred_heartface_with_tears_of_joy arya esta como una cabra es irascible y muy compleja  ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'NO', 'NO']"
100671,es,si el bullying entre 'viejitos' tambien existe y es muy chistoso cat_with_tears_of_joycat_with_tears_of_joycat_with_tears_of_joy,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
100672,es,no fue la semana pasada el trend del bullying? ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
100673,es,   eso es bullyingpatear a una persona cuando esta en el suelo loudly_crying_faceloudly_crying_face,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
